Date,Category,Amount,Day of the Week,Description
2018-11-07 00:00:00,merchandise,-62.39,Wednesday,Amazon
2018-11-08 00:00:00,groceries,-141.42,Thursday,No Description
2018-11-08 00:00:00,groceries,-32.2,Thursday,No Description
2018-11-08 00:00:00,food,-6.48,Thursday,No Description
2018-11-08 00:00:00,direct deposit,197.71,Thursday,No Description
2018-12-02 00:00:00,merchandise,-33.79,Sunday,Amazon
2018-12-02 00:00:00,merchandise,-5.99,Sunday,Amazon
2018-12-02 00:00:00,merchandise,-1.55,Sunday,Amazon
2018-12-03 00:00:00,bills,-1360.0,Monday,Rent
2018-12-03 00:00:00,merchandise,-35.98,Monday,Amazon
2018-12-03 00:00:00,entertainment,-0.99,Monday,No Description
2018-12-04 00:00:00,bills,-27.25,Tuesday,Rent
2018-12-04 00:00:00,merchandise,-22.99,Tuesday,Amazon
2018-12-04 00:00:00,merchandise,-16.08,Tuesday,Amazon
2018-12-04 00:00:00,bills,-1.95,Tuesday,Rent
2018-12-05 00:00:00,groceries,-66.56,Wednesday,No Description
2018-12-06 00:00:00,direct deposit,96.41,Thursday,No Description
2018-12-07 00:00:00,merchandise,-22.98,Friday,Amazon
2018-12-07 00:00:00,merchandise,2.25,Friday,Amazon
2018-12-09 00:00:00,merchandise,-9.29,Sunday,Amazon
2018-12-10 00:00:00,groceries,-18.87,Monday,No Description
2018-12-10 00:00:00,direct deposit,258.17,Monday,No Description
2018-12-11 00:00:00,groceries,-106.75,Tuesday,No Description
2018-12-11 00:00:00,wire transfer,7500.0,Tuesday,No Description
2018-12-11 00:00:00,wire transfer,-15.0,Tuesday,No Description
2018-12-12 00:00:00,direct deposit,218.85,Wednesday,No Description
2019-01-01 00:00:00,merchandise,-16.2,Tuesday,Makeup/Skin Care
2019-01-02 00:00:00,merchandise,-72.05,Wednesday,Clothes
2019-01-02 00:00:00,merchandise,-45.83,Wednesday,Makeup/Skin Care
2019-01-02 00:00:00,merchandise,-43.58,Wednesday,Makeup/Skin Care
2019-01-02 00:00:00,merchandise,-11.74,Wednesday,Amazon
2019-01-02 00:00:00,merchandise,-9.35,Wednesday,Clothes
2019-01-03 00:00:00,groceries,-34.7,Thursday,No Description
2019-01-03 00:00:00,merchandise,-31.11,Thursday,Amazon
2019-01-03 00:00:00,merchandise,-9.99,Thursday,Amazon
2019-01-03 00:00:00,food,-4.2,Thursday,No Description
2019-01-03 00:00:00,food,-3.78,Thursday,No Description
2019-01-05 00:00:00,food,-17.17,Saturday,No Description
2019-01-05 00:00:00,food,-10.0,Saturday,No Description
2019-01-05 00:00:00,food,-8.59,Saturday,No Description
2019-01-07 00:00:00,travel,-460.8,Monday,No Description
2019-01-07 00:00:00,merchandise,-10.79,Monday,Amazon
2019-01-08 00:00:00,merchandise,-117.27,Tuesday,Makeup/Skin Care
2019-01-08 00:00:00,travel,-100.0,Tuesday,No Description
2019-01-08 00:00:00,merchandise,-52.52,Tuesday,Clothes
2019-01-08 00:00:00,groceries,-44.19,Tuesday,No Description
2019-01-08 00:00:00,merchandise,-28.05,Tuesday,Clothes
2019-01-08 00:00:00,uber/lyft,-17.52,Tuesday,No Description
2019-01-08 00:00:00,merchandise,-13.51,Tuesday,Clothes
2019-01-08 00:00:00,tuition,-9.99,Tuesday,No Description
2019-01-08 00:00:00,merchandise,-7.75,Tuesday,Clothes
2019-01-08 00:00:00,food,-3.51,Tuesday,Starbucks
2019-01-09 00:00:00,food,-17.0,Wednesday,No Description
2019-01-09 00:00:00,uber/lyft,-9.66,Wednesday,No Description
2019-01-09 00:00:00,food,-2.16,Wednesday,No Description
2019-01-09 00:00:00,direct deposit,50.96,Wednesday,No Description
2019-01-10 00:00:00,uber/lyft,-9.14,Thursday,No Description
2019-01-11 00:00:00,bills,-44.4,Friday,Phone
2019-01-11 00:00:00,uber/lyft,-8.03,Friday,No Description
2019-01-11 00:00:00,merchandise,13.99,Friday,Amazon
2019-02-01 00:00:00,food,-25.0,Friday,Super Card
2019-02-04 00:00:00,groceries,-144.04,Monday,No Description
2019-02-04 00:00:00,groceries,-17.98,Monday,No Description
2019-02-05 00:00:00,groceries,-60.66,Tuesday,No Description
2019-02-06 00:00:00,food,-17.01,Wednesday,No Description
2019-02-06 00:00:00,groceries,-7.35,Wednesday,No Description
2019-02-06 00:00:00,direct deposit,46.85,Wednesday,No Description
2019-02-06 00:00:00,direct deposit,140.56,Wednesday,No Description
2019-02-09 00:00:00,merchandise,-23.17,Saturday,Makeup/Skin Care
2019-02-09 00:00:00,entertainment,-17.0,Saturday,No Description
2019-02-09 00:00:00,merchandise,-3.23,Saturday,Best Buy
2019-02-11 00:00:00,bills,-44.4,Monday,Phone
2019-02-11 00:00:00,merchandise,-43.98,Monday,Amazon
2019-02-11 00:00:00,uber/lyft,-10.28,Monday,No Description
2019-02-11 00:00:00,uber/lyft,-10.08,Monday,No Description
2019-02-11 00:00:00,entertainment,-4.99,Monday,No Description
2019-02-12 00:00:00,groceries,-37.33,Tuesday,No Description
2019-03-01 00:00:00,merchandise,-13.0,Friday,Amazon
2019-03-01 00:00:00,food,-8.63,Friday,No Description
2019-03-01 00:00:00,food,-6.37,Friday,Coffee
2019-03-01 00:00:00,merchandise,29.34,Friday,Amazon
2019-03-04 00:00:00,bills,-2730.0,Monday,Rent
2019-03-04 00:00:00,groceries,-99.0,Monday,No Description
2019-03-04 00:00:00,groceries,-55.0,Monday,No Description
2019-03-04 00:00:00,wire transfer,-15.0,Monday,No Description
2019-03-04 00:00:00,bills,-1.95,Monday,Rent
2019-03-04 00:00:00,tuition,20950.0,Monday,No Description
2019-03-06 00:00:00,direct deposit,10.73,Wednesday,No Description
2019-03-06 00:00:00,direct deposit,32.19,Wednesday,No Description
2019-03-07 00:00:00,food,-25.0,Thursday,Super Card
2019-03-07 00:00:00,uber/lyft,-7.14,Thursday,No Description
2019-03-07 00:00:00,merchandise,10.0,Thursday,Amazon
2019-03-08 00:00:00,merchandise,-51.76,Friday,Makeup/Skin Care
2019-03-08 00:00:00,food,-45.0,Friday,No Description
2019-03-08 00:00:00,merchandise,-6.48,Friday,Clothes
2019-03-09 00:00:00,merchandise,-19.99,Saturday,Amazon
2019-03-09 00:00:00,merchandise,-5.3,Saturday,Amazon
2019-03-11 00:00:00,tuition,-19340.0,Monday,No Description
2019-03-11 00:00:00,food,-25.0,Monday,Starbucks
2019-03-11 00:00:00,food,-24.7,Monday,No Description
2019-03-11 00:00:00,groceries,-22.48,Monday,No Description
2019-03-11 00:00:00,groceries,-17.98,Monday,No Description
2019-03-11 00:00:00,uber/lyft,-10.41,Monday,No Description
2019-03-11 00:00:00,uber/lyft,-8.28,Monday,No Description
2019-03-11 00:00:00,merchandise,-6.93,Monday,Amazon
2019-03-11 00:00:00,entertainment,-4.99,Monday,No Description
2019-03-11 00:00:00,merchandise,5.18,Monday,Amazon
2019-03-12 00:00:00,bills,-44.4,Tuesday,Phone
2019-04-01 00:00:00,groceries,-90.7,Monday,No Description
2019-04-01 00:00:00,groceries,-48.97,Monday,No Description
2019-04-01 00:00:00,uber/lyft,-7.24,Monday,No Description
2019-04-01 00:00:00,merchandise,-5.0,Monday,Sub Box
2019-04-02 00:00:00,uber/lyft,-5.57,Tuesday,No Description
2019-04-02 00:00:00,food,-4.99,Tuesday,No Description
2019-04-03 00:00:00,uber/lyft,-7.34,Wednesday,No Description
2019-04-03 00:00:00,direct deposit,11.02,Wednesday,No Description
2019-04-03 00:00:00,direct deposit,33.06,Wednesday,No Description
2019-04-04 00:00:00,merchandise,-15.0,Thursday,Makeup/Skin Care
2019-04-04 00:00:00,merchandise,-10.8,Thursday,Sub Box
2019-04-04 00:00:00,merchandise,-10.8,Thursday,Sub Box
2019-04-04 00:00:00,food,-7.23,Thursday,No Description
2019-04-04 00:00:00,other,-0.56,Thursday,No Description
2019-04-05 00:00:00,entertainment,-52.0,Friday,No Description
2019-04-05 00:00:00,food,-25.0,Friday,Super Card
2019-04-05 00:00:00,bills,2.74,Friday,Credit Card
2019-04-06 00:00:00,food,-22.19,Saturday,No Description
2019-04-07 00:00:00,food,-17.26,Sunday,No Description
2019-04-07 00:00:00,food,-7.65,Sunday,Coffee
2019-04-07 00:00:00,groceries,-7.37,Sunday,No Description
2019-04-08 00:00:00,merchandise,-13.67,Monday,Amazon
2019-04-08 00:00:00,merchandise,-10.8,Monday,Makeup/Skin Care
2019-04-08 00:00:00,entertainment,-8.25,Monday,No Description
2019-04-08 00:00:00,uber/lyft,-7.11,Monday,No Description
2019-04-08 00:00:00,direct deposit,35.95,Monday,No Description
2019-04-09 00:00:00,uber/lyft,-6.07,Tuesday,No Description
2019-04-10 00:00:00,groceries,-56.66,Wednesday,No Description
2019-04-10 00:00:00,bills,-44.4,Wednesday,Phone
2019-04-10 00:00:00,food,-25.0,Wednesday,Super Card
2019-04-10 00:00:00,food,-17.0,Wednesday,No Description
2019-04-10 00:00:00,other,-5.28,Wednesday,No Description
2019-04-10 00:00:00,food,-2.43,Wednesday,Coffee
2019-04-10 00:00:00,merchandise,3.95,Wednesday,Amazon
2019-04-10 00:00:00,merchandise,14.52,Wednesday,Amazon
2019-04-12 00:00:00,food,-25.0,Friday,Super Card
2019-04-12 00:00:00,merchandise,-24.99,Friday,Amazon
2019-05-01 00:00:00,food,-6.47,Wednesday,No Description
2019-05-02 00:00:00,groceries,-15.1,Thursday,No Description
2019-05-03 00:00:00,bills,-1360.0,Friday,Rent
2019-05-03 00:00:00,bills,-1.95,Friday,Rent
2019-05-06 00:00:00,groceries,-45.36,Monday,No Description
2019-05-06 00:00:00,groceries,-43.73,Monday,No Description
2019-05-06 00:00:00,food,-25.0,Monday,Super Card
2019-05-06 00:00:00,food,-24.56,Monday,No Description
2019-05-06 00:00:00,merchandise,-10.8,Monday,Sub Box
2019-05-06 00:00:00,merchandise,-10.8,Monday,Sub Box
2019-05-06 00:00:00,uber/lyft,-10.32,Monday,No Description
2019-05-06 00:00:00,uber/lyft,-8.23,Monday,No Description
2019-05-06 00:00:00,groceries,-6.03,Monday,No Description
2019-05-07 00:00:00,groceries,-80.48,Tuesday,No Description
2019-05-07 00:00:00,bills,3.56,Tuesday,Credit Card
2019-05-09 00:00:00,groceries,-54.83,Thursday,No Description
2019-05-10 00:00:00,bills,-44.4,Friday,Phone
2019-05-10 00:00:00,merchandise,-22.0,Friday,Clothes
2019-05-10 00:00:00,merchandise,-16.19,Friday,Makeup/Skin Care
2019-05-10 00:00:00,uber/lyft,-6.07,Friday,No Description
2019-05-11 00:00:00,food,-24.0,Saturday,No Description
2019-05-11 00:00:00,merchandise,-15.57,Saturday,Amazon
2019-05-11 00:00:00,merchandise,-14.52,Saturday,Amazon
2019-05-11 00:00:00,uber/lyft,-9.36,Saturday,No Description
2019-05-11 00:00:00,uber/lyft,-7.15,Saturday,No Description
2019-06-02 00:00:00,merchandise,-289.67,Sunday,Best Buy
2019-06-02 00:00:00,food,-36.89,Sunday,No Description
2019-06-02 00:00:00,merchandise,-28.45,Sunday,Amazon
2019-06-03 00:00:00,groceries,-57.49,Monday,No Description
2019-06-03 00:00:00,merchandise,-19.48,Monday,Amazon
2019-06-03 00:00:00,merchandise,-9.5,Monday,Amazon
2019-06-03 00:00:00,merchandise,-7.56,Monday,Amazon
2019-06-03 00:00:00,merchandise,-5.98,Monday,Amazon
2019-06-03 00:00:00,merchandise,-4.67,Monday,Amazon
2019-06-03 00:00:00,merchandise,-3.7,Monday,Amazon
2019-06-03 00:00:00,direct deposit,42.17,Monday,No Description
2019-06-03 00:00:00,direct deposit,216.05,Monday,No Description
2019-06-04 00:00:00,merchandise,-26.6,Tuesday,Clothes
2019-06-04 00:00:00,uber/lyft,-8.75,Tuesday,No Description
2019-06-04 00:00:00,merchandise,-8.39,Tuesday,Best Buy
2019-06-04 00:00:00,uber/lyft,-7.75,Tuesday,No Description
2019-06-05 00:00:00,travel,-27.65,Wednesday,No Description
2019-06-05 00:00:00,food,-11.43,Wednesday,No Description
2019-06-05 00:00:00,uber/lyft,-8.86,Wednesday,No Description
2019-06-05 00:00:00,merchandise,-7.55,Wednesday,Amazon
2019-06-05 00:00:00,merchandise,-5.39,Wednesday,Amazon
2019-06-05 00:00:00,merchandise,-5.18,Wednesday,Amazon
2019-06-05 00:00:00,merchandise,-2.91,Wednesday,Amazon
2019-06-06 00:00:00,merchandise,-10.8,Thursday,Sub Box
2019-06-06 00:00:00,merchandise,-10.66,Thursday,Amazon
2019-06-06 00:00:00,merchandise,-9.61,Thursday,Amazon
2019-06-06 00:00:00,merchandise,-7.44,Thursday,Amazon
2019-06-06 00:00:00,merchandise,-5.0,Thursday,Sub Box
2019-06-07 00:00:00,merchandise,-14.24,Friday,Amazon
2019-06-07 00:00:00,merchandise,-10.8,Friday,Sub Box
2019-06-08 00:00:00,merchandise,-56.13,Saturday,Clothes
2019-06-10 00:00:00,groceries,-122.56,Monday,No Description
2019-06-10 00:00:00,merchandise,-46.63,Monday,Amazon
2019-06-10 00:00:00,bills,-44.4,Monday,Phone
2019-06-10 00:00:00,groceries,-31.42,Monday,No Description
2019-06-10 00:00:00,merchandise,-22.24,Monday,Amazon
2019-06-10 00:00:00,merchandise,-7.08,Monday,Amazon
2019-06-10 00:00:00,merchandise,-2.95,Monday,Amazon
2019-06-10 00:00:00,merchandise,-2.16,Monday,Amazon
2019-06-10 00:00:00,groceries,-1.56,Monday,No Description
2019-06-10 00:00:00,groceries,0.56,Monday,No Description
2019-06-11 00:00:00,groceries,-48.84,Tuesday,No Description
2019-06-11 00:00:00,merchandise,-39.95,Tuesday,Makeup/Skin Care
2019-06-11 00:00:00,food,-9.81,Tuesday,No Description
2019-06-11 00:00:00,merchandise,-6.32,Tuesday,Amazon
2019-06-11 00:00:00,merchandise,-0.76,Tuesday,Amazon
2019-06-12 00:00:00,merchandise,-15.66,Wednesday,Makeup/Skin Care
2019-06-12 00:00:00,merchandise,-10.8,Wednesday,Sub Box
2019-06-12 00:00:00,merchandise,-6.48,Wednesday,Makeup/Skin Care
2019-06-12 00:00:00,merchandise,-3.14,Wednesday,Amazon
2019-07-01 00:00:00,merchandise,-53.72,Monday,Makeup/Skin Care
2019-07-01 00:00:00,travel,-50.0,Monday,No Description
2019-07-01 00:00:00,food,-33.43,Monday,No Description
2019-07-01 00:00:00,food,-25.0,Monday,Starbucks
2019-07-01 00:00:00,merchandise,-24.95,Monday,Sub Box
2019-07-01 00:00:00,travel,-11.59,Monday,No Description
2019-07-01 00:00:00,food,-10.13,Monday,No Description
2019-07-02 00:00:00,travel,-30.24,Tuesday,No Description
2019-07-02 00:00:00,merchandise,-10.4,Tuesday,Makeup/Skin Care
2019-07-03 00:00:00,bills,-1385.65,Wednesday,Rent
2019-07-03 00:00:00,travel,-57.75,Wednesday,No Description
2019-07-03 00:00:00,merchandise,-16.2,Wednesday,Sub Box
2019-07-03 00:00:00,bills,-1.95,Wednesday,Rent
2019-07-03 00:00:00,direct deposit,203.92,Wednesday,No Description
2019-07-04 00:00:00,entertainment,-45.08,Thursday,No Description
2019-07-04 00:00:00,merchandise,-7.55,Thursday,Amazon
2019-07-05 00:00:00,groceries,-54.01,Friday,No Description
2019-07-05 00:00:00,merchandise,-27.0,Friday,Makeup/Skin Care
2019-07-05 00:00:00,merchandise,-17.27,Friday,Amazon
2019-07-05 00:00:00,merchandise,-16.2,Friday,Sub Box
2019-07-05 00:00:00,pharmacy,-15.66,Friday,No Description
2019-07-05 00:00:00,merchandise,-15.0,Friday,Sub Box
2019-07-05 00:00:00,pharmacy,-6.46,Friday,No Description
2019-07-05 00:00:00,pharmacy,-3.12,Friday,No Description
2019-07-05 00:00:00,uber/lyft,-0.5,Friday,No Description
2019-07-06 00:00:00,merchandise,-33.7,Saturday,Makeup/Skin Care
2019-07-07 00:00:00,merchandise,-7.17,Sunday,Amazon
2019-07-07 00:00:00,food,-6.87,Sunday,No Description
2019-07-07 00:00:00,merchandise,-5.35,Sunday,Amazon
2019-07-08 00:00:00,merchandise,-148.27,Monday,Amazon
2019-07-08 00:00:00,groceries,-131.23,Monday,No Description
2019-07-08 00:00:00,groceries,-43.19,Monday,No Description
2019-07-08 00:00:00,food,-17.12,Monday,No Description
2019-07-08 00:00:00,uber/lyft,-11.56,Monday,No Description
2019-07-08 00:00:00,food,-11.16,Monday,No Description
2019-07-08 00:00:00,food,-7.31,Monday,Coffee
2019-07-08 00:00:00,uber/lyft,-5.22,Monday,No Description
2019-07-08 00:00:00,groceries,-3.85,Monday,No Description
2019-07-09 00:00:00,merchandise,-36.0,Tuesday,Makeup/Skin Care
2019-07-09 00:00:00,merchandise,-21.57,Tuesday,Clothes
2019-07-09 00:00:00,merchandise,-12.92,Tuesday,Makeup/Skin Care
2019-07-09 00:00:00,merchandise,-11.87,Tuesday,Amazon
2019-07-09 00:00:00,food,-8.83,Tuesday,Coffee
2019-07-09 00:00:00,entertainment,-7.23,Tuesday,No Description
2019-07-09 00:00:00,food,-7.01,Tuesday,Coffee
2019-07-09 00:00:00,merchandise,-5.4,Tuesday,Makeup/Skin Care
2019-07-09 00:00:00,merchandise,-1.93,Tuesday,Amazon
2019-07-09 00:00:00,food,-1.61,Tuesday,No Description
