ds,Predicted_Close,Upper_Bound,Lower_Bound
2020-01-03,47.39326432839023,89.3392017599995,1.1582670768793242
2020-01-06,50.50241242105919,93.12295444057035,6.011111165183672
2020-01-07,49.89172846012434,92.48750159404143,5.948267399631635
2020-01-08,49.829397241566014,91.27622289174715,6.98035161941179
2020-01-09,49.4261694285818,91.98548999823953,7.6143006081182785
2020-01-10,49.65030178224747,97.12741023360762,5.638691259637298
2020-01-13,51.842492637966785,93.26065774397605,8.713069310270257
2020-01-14,50.88050292110598,97.82983972969232,5.9526594495025
2020-01-15,50.459877856710534,93.22245013060629,6.86362543609959
2020-01-16,49.702050481644605,91.74086331733022,7.177902416968069
2020-01-17,49.586250557801264,92.93502416759931,8.550988943588333
2020-01-21,49.81164079806296,90.79064224658589,2.101224144150309
2020-01-22,49.272562202909825,91.92201484179455,4.021663193198679
2020-01-23,48.46186376823676,92.0694487881693,3.237375448269177
2020-01-24,48.3616605500748,92.0204747496612,2.8883638829243083
2020-01-27,50.18029711788884,92.54395616939621,7.537000244114346
2020-01-28,49.311414869352916,90.78373913428052,0.9117654001161913
2020-01-29,49.09261989041377,95.41894396963696,3.2291053513384265
2020-01-30,48.63951626461337,90.06598369216837,5.838185459225177
2020-01-31,48.921620165610065,95.32514331370444,5.2451541833864574
2020-02-03,51.88919830672461,93.07703510943762,7.200385034085824
2020-02-04,51.351240993796324,95.54735177102516,4.684138033687123
2020-02-05,51.410541860019066,94.15955867487233,10.453663807512383
2020-02-06,51.167347347203304,93.08043833177352,8.48835155579806
2020-02-07,51.57695915356206,95.40872730908933,6.981637033927981
2020-02-10,54.31690830431448,95.09518901443913,11.017496625397278
2020-02-11,53.47262432166773,98.00299165120299,9.57302516639646
2020-02-12,53.10370213606865,95.64150327559085,12.561846042010307
2020-02-13,52.310976848745746,97.99162479567083,9.065795452717134
2020-02-14,52.05357200454537,98.48815893097299,5.119671990866245
2020-02-18,50.294128933022535,93.0231907167868,5.300548976472359
2020-02-19,48.837230076997464,92.56838834709794,4.22279210339669
2020-02-20,46.92454215692386,88.31390479581263,0.8979287060380939
2020-02-21,45.537283574990695,87.51732592157097,2.0149158953908755
2020-02-24,42.44282818984368,87.15136158986151,-1.9565683896178458
2020-02-25,39.62828292037938,84.73752639226304,-4.9075569921139515
2020-02-26,37.34260247886451,81.51005387263122,-4.925559461436314
2020-02-27,34.7274755155211,73.74485417579767,-10.485073899985263
2020-02-28,32.78229395597282,75.96723574114628,-9.381813597221932
2020-03-02,29.021035650254273,70.403124290796,-16.344282693060652
2020-03-03,26.35012557726603,71.53238403307675,-21.82393804586961
2020-03-04,24.39712408206978,67.2989376330872,-20.418769208185775
2020-03-05,22.301693287592926,66.91972988678825,-21.743431937958505
2020-03-06,21.057405746113638,63.155669348644636,-21.858492605108083
2020-03-09,20.374046304464166,64.22892085545116,-22.371654599034546
2020-03-10,19.00076011609641,61.02298943422395,-26.693041510338396
2020-03-11,18.44773034363662,61.62573683076994,-24.685483723901644
2020-03-12,17.83140780021325,59.376932111548484,-24.202026147426704
2020-03-13,18.12079027301146,62.34474212608574,-24.846515456856647
2020-03-16,22.111348416973264,70.56984447865288,-20.8593279829482
2020-03-17,22.236568125699513,66.54444249629596,-20.871431629005016
2020-03-18,23.112866253694705,64.04278501130156,-20.141654992532757
2020-03-19,23.83555053956784,65.81778705084133,-22.978344314936198
2020-03-20,25.354775378676962,70.81530455443934,-19.795299995570776
