ds,Predicted_Close,Upper_Bound,Lower_Bound
2020-01-03,87.01822182861719,99.22757309986147,75.50091346292972
2020-01-06,87.60230955754965,101.20123751448133,75.59019389159431
2020-01-07,87.59061625797058,100.88434733808002,75.34050182274297
2020-01-08,87.66611129499218,99.65332522022966,74.09888139488157
2020-01-09,87.60491548843481,99.15145881841072,76.33762626444799
2020-01-10,87.5911138365926,100.21707521049439,75.36566916242343
2020-01-13,88.26893364527227,100.59033675827331,75.99329492694883
2020-01-14,88.380418145493,101.17848691829523,75.42120829014037
2020-01-15,88.6247949630339,101.63088806233671,75.64024006208916
2020-01-16,88.77623134034258,101.54775791646718,76.26306832289455
2020-01-17,89.01566740935515,102.02732766095063,76.34896437078892
2020-01-21,91.12282638872915,103.84022721550677,78.0526757851292
2020-01-22,91.73951422251959,104.413147003026,79.69539832363087
2020-01-23,92.26461721054204,104.58507237264632,80.09546560539532
2020-01-24,92.87045690301683,104.9826251714298,79.93996301463609
2020-01-27,95.47267215593328,107.05364753053172,83.03771897364928
2020-01-28,96.19905893820379,108.60872882689445,83.38075651647603
2020-01-29,97.02026790985687,109.99149279985095,85.16132364099826
2020-01-30,97.69596929829699,109.65303144072502,84.55740167349924
2020-01-31,98.39334680806891,111.12776473466707,85.77438689867776
2020-02-03,100.88268250128215,113.78916891591847,88.41455962144192
2020-02-04,101.4379090118113,112.48843001710505,87.51247958487821
2020-02-05,102.02248942966992,114.4274826369972,89.40191707372601
2020-02-06,102.39895759803026,114.67060459400527,90.73023103231755
2020-02-07,102.73868449544123,115.54546824105567,90.27784341967744
2020-02-10,103.86420404377684,116.64254804437721,92.47548905849105
2020-02-11,103.8927208692566,114.88673398195635,91.00350464220217
2020-02-12,103.92886727382769,116.38156048202006,90.46966983049133
2020-02-13,103.74451723598094,115.75979481205077,91.0332596312293
2020-02-14,103.52059133778647,115.93854414676224,91.36385701144961
2020-02-18,102.57832217396678,114.62801951982499,90.27501397777026
2020-02-19,102.17276995341496,115.01025772163862,89.76197093802799
2020-02-20,101.59425283835257,112.9865531637705,88.33245502079969
2020-02-21,101.02929719047259,113.50084116030251,88.2342026671193
2020-02-24,99.8754149786467,112.30822303290357,88.2586270447297
2020-02-25,99.3253013207341,111.66972790307216,86.37493722629523
2020-02-26,98.88687751346103,111.56835645341897,86.35428508790315
2020-02-27,98.33703051025321,110.15488613148672,86.73118570236224
2020-02-28,97.85956036721934,111.17964124123995,85.18987356091233
2020-03-02,97.2797558284198,109.44727661805736,84.88153295918961
2020-03-03,97.00741078557934,109.19572068596402,84.41554897484498
2020-03-04,96.87991807787645,109.37333173930388,83.64101882086985
2020-03-05,96.66770056638242,109.45254119817797,84.03495719759651
2020-03-06,96.548035977734,109.01802453379065,83.8857034467793
2020-03-09,97.09991920815935,109.6886820706593,84.60996302766542
2020-03-10,97.20509942970608,109.9011918907151,84.58315152420096
2020-03-11,97.4470309522614,109.38081456570674,85.33068063398117
2020-03-12,97.59216667354721,110.60467782645844,85.7419270212727
2020-03-13,97.81455071111466,110.13788868685744,85.69926089494886
2020-03-16,99.27984134742911,111.47904377302638,86.45243992982971
2020-03-17,99.64864615701642,112.34435119527517,87.75456946154033
2020-03-18,100.13384137825219,112.71307149826775,87.65753988235767
2020-03-19,100.50278122925594,112.5892981922735,88.18699445594757
2020-03-20,100.9308553381369,114.11360286402048,88.12114891024575
2020-03-23,102.92228263234333,115.59489170798938,92.47040111005896
2020-03-24,103.44267034462611,115.82783362514915,91.64499798078889
2020-03-25,104.07069289249405,116.75549574672834,91.059225049219
2020-03-26,104.57528827818977,117.09379432567772,92.19724501142136
2020-03-27,105.13309348810323,117.80552085159707,93.1051420096954
2020-03-30,107.48410984767042,119.30768342195175,95.30266870923565
2020-03-31,108.11398180358624,119.7529130808291,95.30390845603519
2020-04-01,108.84473993836698,120.8864994072063,95.69114528888916
2020-04-02,109.44363099828063,121.51217824210202,96.32972170701079
2020-04-03,110.08515501328941,122.93931278878699,97.93772662541897
2020-04-06,112.59736539409796,124.99735721074671,100.59457862769845
2020-04-07,113.24110333472791,125.31873990421462,100.8379916277686
2020-04-08,113.96072260513819,126.07715017054528,102.46692999045604
2020-04-09,114.52060050572467,126.6577885825004,102.17918625869373
2020-04-13,117.1947345947823,129.602262508052,104.59554453122202
2020-04-14,117.63117258879537,130.00263800033534,105.14375845529436
2020-04-15,118.10831117477609,130.73239570599264,106.34680391134233
2020-04-16,118.39179073867133,130.55969009388772,106.1352566876575
2020-04-17,118.65563210677364,130.89178265908586,106.51905620455396
2020-04-20,119.6755211598525,132.10523276639108,107.8036104358098
2020-04-21,119.71364865133057,131.93636698184375,107.81954450823959
2020-04-22,119.78279965640985,131.97464695325365,106.83232285085555
2020-04-23,119.65485434359192,131.4598257023447,106.99029699089635
2020-04-24,119.51040957615825,131.19453761486227,106.47837965797409
2020-04-27,119.3919457713428,130.93706228343288,107.29860826460666
2020-04-28,119.10154464061625,131.46988352358494,107.28766569678432
2020-04-29,118.87787611874357,131.40133229379776,106.544427066205
2020-04-30,118.49816768287927,130.24571955403752,106.07466989083453
2020-05-01,118.1476316873797,129.56612097503924,105.68339078405815
2020-05-04,117.7177060866105,130.50867674496524,105.66316782635747
2020-05-05,117.43162461591066,129.79892076508716,104.64313945104983
2020-05-06,117.26656762936662,129.55317078304174,104.07615898305608
2020-05-07,116.99823225521016,128.21177073822554,104.97723608148642
2020-05-08,116.80921977462643,128.88179993192935,104.54530004738876
2020-05-11,117.12382255167645,129.55952611208411,103.97675552058314
2020-05-12,117.15466804747462,129.17090571345312,104.1658845595328
2020-05-13,117.33028243907935,130.2942328783468,105.07179547984612
2020-05-14,117.41929290971824,130.36912756462664,106.01802935601204
2020-05-15,117.5970042507681,130.2039434248682,105.7751043613991
2020-05-18,118.99539124670211,131.50028618189955,106.32396069219408
2020-05-19,119.35914021547538,130.81689585498668,107.42331749686645
2020-05-20,119.84326683646103,132.81417806140314,107.44974873439784
2020-05-21,120.21131963994716,132.22603340381426,107.50402703964258
2020-05-22,120.63439487342265,133.20253468285742,108.9279265619987
2020-05-26,122.99191973502137,134.97289960257973,110.45391730947466
2020-05-27,123.52532367048431,136.07387353258733,111.29733041605373
2020-05-28,123.90529432549205,136.20108805362923,111.63752625318908
2020-05-29,124.30588231494937,136.77886381215527,112.11607650453631
2020-06-01,125.97868416713773,138.1191210270758,114.39493004869583
2020-06-02,126.31563882275326,138.67116789294465,113.79386996793215
2020-06-03,126.7241132257481,139.53797328485123,114.40675498221417
2020-06-04,126.9756485839496,138.79503743527795,114.83307001065376
2020-06-05,127.25023042913004,140.4256242642546,115.15228655354558
2020-06-08,128.614802916682,141.01542837234172,115.87908249717654
2020-06-09,128.88826163693452,141.36068797480306,116.42297168061864
2020-06-10,129.25919402294113,141.14383945636789,116.99743799116476
2020-06-11,129.50172537322504,141.4485314978588,117.57206647085528
2020-06-12,129.79751348569516,141.87462073743168,116.60017359017041
2020-06-15,131.40936118947707,144.22694732173036,119.15192079361921
