ds,Predicted_Close,Upper_Bound,Lower_Bound
2020-01-03,69.16953709289677,77.25369257536006,60.588861336209725
2020-01-06,68.71146815874934,77.31099190975453,60.441104955688765
2020-01-07,68.54112942224509,76.75052106678172,59.90344620726842
2020-01-08,68.2813999973006,76.67446128922103,59.715155238090674
2020-01-09,68.08225270725325,76.78381455473625,59.101307598086514
2020-01-10,68.10988985046993,76.62517609267847,58.62976500074093
2020-01-13,68.20341603169322,76.39531701637938,59.81179436391761
2020-01-14,68.26703937174045,77.13277464038825,59.96470112116281
2020-01-15,68.2583960616966,76.87631729589859,59.42357922786883
2020-01-16,68.32187800625708,76.51663613247744,59.788201155799975
2020-01-17,68.61773167591134,77.56356112817572,60.3079403192272
2020-01-21,69.77931715153218,77.82748702206884,61.20715916886014
2020-01-22,69.97434242336836,78.79928599030767,61.188982309408615
2020-01-23,70.21147511772465,79.30616927623626,62.02921892168072
2020-01-24,70.6463519195884,79.68959868200585,61.929057947876466
2020-01-27,71.69004846039556,80.48352883579742,63.09890751366131
2020-01-28,71.95177327821833,80.5400614893657,63.28118433596575
2020-01-29,72.07070565364492,80.79002810492217,63.93923008145968
2020-01-30,72.18653889616078,80.61214428492593,63.89360055735512
2020-01-31,72.45633297828151,81.23847071694769,63.89545962205197
2020-02-03,72.76911466340168,80.90857313259556,64.0272757366783
2020-02-04,72.72142755578953,80.9331017086306,63.81219315253377
2020-02-05,72.50601408205785,81.91708688425649,63.22551277058712
2020-02-06,72.26804610472311,80.85006008830395,63.30661273280328
2020-02-07,72.17036264787143,80.95390392955905,63.549624004423684
2020-02-10,71.358244123643,80.25289997961389,62.41424756036218
2020-02-11,70.94767026815376,79.46617565831131,62.290044363738595
2020-02-12,70.38462334643962,79.20098122188011,61.30304522441019
2020-02-13,69.81923006055891,78.41001105406825,61.270683977969036
2020-02-14,69.41877072918412,77.83193129198995,60.965256756724365
2020-02-18,67.298615518191,75.73222511796484,58.914775296001274
